Epoch,Accuracy,Loss,F1 Score,Validation Accuracy,Validation Loss,Validation F1 Score,Time (seconds)
78,1.0,6.091169235666882e-10,1.0,0.7789608240127563,5.124738693237305,0.7780123353004456,91.15370774269104
79,1.0,4.695276945021476e-10,1.0,0.7776831388473511,5.583691120147705,0.7760416269302368,90.28471803665161
80,1.0,5.329773289375339e-10,1.0,0.7776831388473511,5.51210355758667,0.7788569331169128,91.12098693847656
81,1.0,3.0455851729449535e-10,1.0,0.7785349488258362,5.529383659362793,0.7775900363922119,89.2480080127716
82,0.986480712890625,0.07947514951229095,0.9865008592605591,0.7687393426895142,2.0796215534210205,0.7692848443984985,89.43985056877136
83,0.9931871294975281,0.025397541001439095,0.9931972622871399,0.7355195879936218,2.8076717853546143,0.736345648765564,89.5412666797638
84,0.9997870922088623,0.001760060084052384,0.9997873902320862,0.790885865688324,1.9410682916641235,0.7912443280220032,89.14209651947021
85,1.0,0.00016588956350460649,1.0,0.7874786853790283,2.047567844390869,0.7885698080062866,90.05229640007019
86,1.0,6.0388647398212925e-05,1.0,0.7870528101921082,2.147397518157959,0.7874436378479004,89.53725457191467
87,1.0,3.05129105981905e-05,1.0,0.7874786853790283,2.1771199703216553,0.7885698080062866,90.6098039150238
88,1.0,1.8342994735576212e-05,1.0,0.7874786853790283,2.1851110458374023,0.7871621251106262,88.84804105758667
89,1.0,1.1155939318996388e-05,1.0,0.7857751250267029,2.247354745864868,0.7861767411231995,89.5225784778595
90,1.0,6.776081136194989e-06,1.0,0.786626935005188,2.256145715713501,0.7863175272941589,89.91958498954773
91,1.0,4.885811449639732e-06,1.0,0.786201000213623,2.2997119426727295,0.7865990400314331,89.55626893043518
92,1.0,3.6987730709370226e-06,1.0,0.786626935005188,2.3310701847076416,0.7863175272941589,90.2118616104126
93,1.0,2.795002046696027e-06,1.0,0.7853492498397827,2.370575189590454,0.7843468189239502,89.5121898651123
94,1.0,2.0985853552701883e-06,1.0,0.7857751250267029,2.3856942653656006,0.7861767411231995,89.3861780166626
95,1.0,1.6127198705362389e-06,1.0,0.7823679447174072,2.416778087615967,0.7827983498573303,89.63631987571716
96,1.0,1.2737639281112934e-06,1.0,0.7827938795089722,2.4184675216674805,0.783220648765564,90.05806374549866
97,1.0,1.050995251716813e-06,1.0,0.7806643843650818,2.453200340270996,0.7804053425788879,90.64100813865662
98,1.0,8.618436595497769e-07,1.0,0.7798126339912415,2.483041763305664,0.7795607447624207,90.49380159378052
99,1.0,7.146531402213441e-07,1.0,0.7793866991996765,2.487849235534668,0.7798422574996948,89.79650163650513
100,1.0,5.99092686570657e-07,1.0,0.7793866991996765,2.5044922828674316,0.7805461287498474,89.94762516021729
